session_id,user_id,variant,timestamp,event_type,country,device,age_group,conversion
1057135,3991,variant_b,2023-01-12 13:00:40,purchase_started,Germany,desktop,35-44,True
1057138,3785,variant_b,2023-01-16 06:00:00,page_view,France,mobile,18-24,True
1057138,3785,variant_b,2023-01-16 06:00:24,purchase_completed,France,mobile,18-24,True
1057138,3785,variant_b,2023-01-16 06:00:48,purchase_started,France,mobile,18-24,True
1057511,945,variant_b,2023-01-20 04:00:00,page_view,Iceland,desktop,45-54,True
1057511,945,variant_b,2023-01-20 04:00:27,purchase_completed,Iceland,desktop,45-54,True
1057511,945,variant_b,2023-01-20 04:00:50,purchase_started,Iceland,desktop,45-54,True
1057520,4452,variant_b,2023-01-23 13:00:00,page_view,Iceland,tablet,55+,True
1057520,4452,variant_b,2023-01-23 13:00:14,purchase_completed,Iceland,tablet,55+,True
1057520,4452,variant_b,2023-01-23 13:00:42,share_link,Iceland,tablet,55+,True
1057520,4452,variant_b,2023-01-23 13:00:50,purchase_started,Iceland,tablet,55+,True
1057639,931,variant_b,2023-01-12 14:00:00,page_view,Iceland,desktop,55+,True
1057639,931,variant_b,2023-01-12 14:00:22,purchase_completed,Iceland,desktop,55+,True
1057639,931,variant_b,2023-01-12 14:00:38,purchase_started,Iceland,desktop,55+,True
1057640,4147,variant_b,2023-01-14 22:00:00,page_view,Iceland,tablet,55+,True
1057640,4147,variant_b,2023-01-14 22:00:21,purchase_completed,Iceland,tablet,55+,True
1057640,4147,variant_b,2023-01-14 22:00:41,purchase_started,Iceland,tablet,55+,True
1057844,3183,variant_a,2023-01-15 12:00:00,page_view,Iceland,desktop,25-34,True
1057844,3183,variant_a,2023-01-15 12:00:19,purchase_completed,Iceland,desktop,25-34,True
1057844,3183,variant_a,2023-01-15 12:00:44,purchase_started,Iceland,desktop,25-34,True
1057892,4273,variant_b,2023-01-30 18:00:00,page_view,UK,desktop,25-34,True
1057892,4273,variant_b,2023-01-30 18:00:08,purchase_completed,UK,desktop,25-34,True
1057892,4273,variant_b,2023-01-30 18:00:38,purchase_started,UK,desktop,25-34,True
1057895,244,variant_b,2023-01-21 18:00:00,page_view,Germany,desktop,45-54,True
1057895,244,variant_b,2023-01-21 18:00:30,purchase_completed,Germany,desktop,45-54,True
1057895,244,variant_b,2023-01-21 18:00:51,purchase_started,Germany,desktop,45-54,True
1058230,4106,variant_b,2023-01-08 20:00:00,page_view,France,desktop,25-34,True
1058230,4106,variant_b,2023-01-08 20:00:29,purchase_completed,France,desktop,25-34,True
1058230,4106,variant_b,2023-01-08 20:00:49,purchase_started,France,desktop,25-34,True
1058419,1529,variant_b,2023-01-29 10:00:00,page_view,France,mobile,45-54,True
1058419,1529,variant_b,2023-01-29 10:00:05,download_brochure,France,mobile,45-54,True
1058419,1529,variant_b,2023-01-29 10:00:23,purchase_completed,France,mobile,45-54,True
1058419,1529,variant_b,2023-01-29 10:00:45,purchase_started,France,mobile,45-54,True
1058604,3762,variant_b,2023-01-03 13:00:00,page_view,UK,desktop,25-34,True
1058604,3762,variant_b,2023-01-03 13:00:05,purchase_completed,UK,desktop,25-34,True
1058604,3762,variant_b,2023-01-03 13:00:12,purchase_started,UK,desktop,25-34,True
1058604,3762,variant_b,2023-01-03 13:00:16,download_brochure,UK,desktop,25-34,True
1058623,964,variant_b,2023-01-20 15:00:00,page_view,UK,desktop,25-34,True
1058623,964,variant_b,2023-01-20 15:00:24,purchase_completed,UK,desktop,25-34,True
1058623,964,variant_b,2023-01-20 15:00:43,purchase_started,UK,desktop,25-34,True
1058638,1589,variant_a,2023-01-13 10:00:00,page_view,Iceland,desktop,35-44,True
1058638,1589,variant_a,2023-01-13 10:00:05,purchase_completed,Iceland,desktop,35-44,True
1058638,1589,variant_a,2023-01-13 10:00:21,purchase_started,Iceland,desktop,35-44,True
1058682,325,variant_b,2023-01-08 14:00:00,page_view,UK,tablet,45-54,True
1058682,325,variant_b,2023-01-08 14:00:16,purchase_completed,UK,tablet,45-54,True
1058682,325,variant_b,2023-01-08 14:00:22,purchase_started,UK,tablet,45-54,True
1058803,3854,variant_a,2023-01-18 03:00:00,page_view,Iceland,tablet,45-54,True
1058803,3854,variant_a,2023-01-18 03:00:14,purchase_completed,Iceland,tablet,45-54,True
1058803,3854,variant_a,2023-01-18 03:00:23,share_link,Iceland,tablet,45-54,True
1058803,3854,variant_a,2023-01-18 03:00:50,purchase_started,Iceland,tablet,45-54,True
1059050,511,variant_a,2023-01-22 05:00:00,page_view,Germany,mobile,35-44,True
1059050,511,variant_a,2023-01-22 05:00:05,purchase_completed,Germany,mobile,35-44,True
1059050,511,variant_a,2023-01-22 05:00:10,purchase_started,Germany,mobile,35-44,True
1059263,41,variant_a,2023-01-13 05:00:00,page_view,France,desktop,55+,True
1059263,41,variant_a,2023-01-13 05:00:11,purchase_completed,France,desktop,55+,True
1059263,41,variant_a,2023-01-13 05:00:40,purchase_started,France,desktop,55+,True
1059307,731,variant_a,2023-01-11 17:00:00,page_view,UK,desktop,35-44,True
1059307,731,variant_a,2023-01-11 17:00:07,download_brochure,UK,desktop,35-44,True
1059307,731,variant_a,2023-01-11 17:00:18,purchase_completed,UK,desktop,35-44,True
1059307,731,variant_a,2023-01-11 17:00:29,share_link,UK,desktop,35-44,True
1059307,731,variant_a,2023-01-11 17:00:52,purchase_started,UK,desktop,35-44,True
1059491,1440,variant_b,2023-01-09 08:00:00,page_view,Germany,desktop,55+,True
1059491,1440,variant_b,2023-01-09 08:00:05,purchase_completed,Germany,desktop,55+,True
1059491,1440,variant_b,2023-01-09 08:00:29,purchase_started,Germany,desktop,55+,True
1059586,4620,variant_a,2023-01-19 11:00:00,page_view,Iceland,mobile,35-44,True
1059586,4620,variant_a,2023-01-19 11:00:05,purchase_completed,Iceland,mobile,35-44,True
1059586,4620,variant_a,2023-01-19 11:00:31,share_link,Iceland,mobile,35-44,True
1059586,4620,variant_a,2023-01-19 11:00:39,purchase_started,Iceland,mobile,35-44,True
1059675,1519,variant_a,2023-01-25 21:00:00,page_view,Iceland,desktop,55+,True
1059675,1519,variant_a,2023-01-25 21:00:28,purchase_completed,Iceland,desktop,55+,True
1059675,1519,variant_a,2023-01-25 21:00:37,purchase_started,Iceland,desktop,55+,True
1059767,2340,variant_a,2023-01-17 14:00:00,page_view,UK,desktop,18-24,True
1059767,2340,variant_a,2023-01-17 14:00:21,purchase_completed,UK,desktop,18-24,True
1059767,2340,variant_a,2023-01-17 14:00:40,purchase_started,UK,desktop,18-24,True
1059885,2131,variant_a,2023-01-01 22:00:00,page_view,Iceland,mobile,55+,True
1059885,2131,variant_a,2023-01-01 22:00:06,purchase_completed,Iceland,mobile,55+,True
1059885,2131,variant_a,2023-01-01 22:00:32,purchase_started,Iceland,mobile,55+,True
1059899,162,variant_a,2023-01-09 16:00:00,page_view,Germany,desktop,45-54,True
1059899,162,variant_a,2023-01-09 16:00:16,purchase_completed,Germany,desktop,45-54,True
1059899,162,variant_a,2023-01-09 16:00:35,purchase_started,Germany,desktop,45-54,True
1060414,3956,variant_b,2023-01-28 07:00:00,page_view,Germany,mobile,35-44,True
1060414,3956,variant_b,2023-01-28 07:00:28,purchase_completed,Germany,mobile,35-44,True
1060414,3956,variant_b,2023-01-28 07:00:43,purchase_started,Germany,mobile,35-44,True
1060563,3271,variant_b,2023-01-06 08:00:00,page_view,Iceland,desktop,55+,True
1060563,3271,variant_b,2023-01-06 08:00:27,purchase_completed,Iceland,desktop,55+,True
1060563,3271,variant_b,2023-01-06 08:00:34,purchase_started,Iceland,desktop,55+,True
1060571,2962,variant_b,2023-01-07 07:00:00,page_view,Germany,desktop,25-34,True
1060571,2962,variant_b,2023-01-07 07:00:20,purchase_completed,Germany,desktop,25-34,True
1060571,2962,variant_b,2023-01-07 07:00:47,purchase_started,Germany,desktop,25-34,True
1060791,1965,variant_a,2023-01-29 09:00:00,page_view,France,desktop,35-44,True
1060791,1965,variant_a,2023-01-29 09:00:05,download_brochure,France,desktop,35-44,True
1060791,1965,variant_a,2023-01-29 09:00:22,purchase_completed,France,desktop,35-44,True
1060791,1965,variant_a,2023-01-29 09:00:39,purchase_started,France,desktop,35-44,True
1060865,3796,variant_b,2023-01-24 14:00:00,page_view,France,mobile,35-44,True
1060865,3796,variant_b,2023-01-24 14:00:11,purchase_completed,France,mobile,35-44,True
1060865,3796,variant_b,2023-01-24 14:00:25,purchase_started,France,mobile,35-44,True
1060955,4288,variant_b,2023-01-07 16:00:00,page_view,France,desktop,18-24,True
1060955,4288,variant_b,2023-01-07 16:00:12,purchase_completed,France,desktop,18-24,True
1060955,4288,variant_b,2023-01-07 16:00:28,purchase_started,France,desktop,18-24,True
1061148,1821,variant_a,2023-01-29 09:00:00,page_view,Iceland,desktop,25-34,True
1061148,1821,variant_a,2023-01-29 09:00:20,purchase_completed,Iceland,desktop,25-34,True
1061148,1821,variant_a,2023-01-29 09:00:46,purchase_started,Iceland,desktop,25-34,True
1061227,2671,variant_a,2023-01-09 12:00:00,page_view,Iceland,mobile,35-44,True
1061227,2671,variant_a,2023-01-09 12:00:18,purchase_completed,Iceland,mobile,35-44,True
1061227,2671,variant_a,2023-01-09 12:00:46,purchase_started,Iceland,mobile,35-44,True
1061301,2445,variant_b,2023-01-25 17:00:00,page_view,UK,desktop,55+,True
1061301,2445,variant_b,2023-01-25 17:00:16,purchase_completed,UK,desktop,55+,True
1061301,2445,variant_b,2023-01-25 17:00:42,purchase_started,UK,desktop,55+,True
1061337,1136,variant_b,2023-01-22 11:00:00,page_view,France,mobile,55+,True
1061337,1136,variant_b,2023-01-22 11:00:25,purchase_completed,France,mobile,55+,True
1061337,1136,variant_b,2023-01-22 11:00:49,purchase_started,France,mobile,55+,True
1061523,1694,variant_a,2023-01-27 09:00:00,page_view,UK,desktop,18-24,True
1061523,1694,variant_a,2023-01-27 09:00:06,purchase_completed,UK,desktop,18-24,True
1061523,1694,variant_a,2023-01-27 09:00:22,purchase_started,UK,desktop,18-24,True
1061552,3500,variant_b,2023-01-20 04:00:00,page_view,Germany,mobile,45-54,True
1061552,3500,variant_b,2023-01-20 04:00:17,purchase_completed,Germany,mobile,45-54,True
1061552,3500,variant_b,2023-01-20 04:00:47,purchase_started,Germany,mobile,45-54,True
1061556,3109,variant_a,2023-01-22 07:00:00,page_view,France,desktop,18-24,True
1061556,3109,variant_a,2023-01-22 07:00:23,purchase_completed,France,desktop,18-24,True
1061556,3109,variant_a,2023-01-22 07:00:36,purchase_started,France,desktop,18-24,True
1061563,2296,variant_a,2023-01-12 06:00:00,page_view,Germany,desktop,35-44,True
1061563,2296,variant_a,2023-01-12 06:00:12,purchase_completed,Germany,desktop,35-44,True
1061563,2296,variant_a,2023-01-12 06:00:28,purchase_started,Germany,desktop,35-44,True
1061639,4332,variant_b,2023-01-21 07:00:00,page_view,Iceland,mobile,25-34,True
1061639,4332,variant_b,2023-01-21 07:00:18,purchase_completed,Iceland,mobile,25-34,True
1061639,4332,variant_b,2023-01-21 07:00:18,download_brochure,Iceland,mobile,25-34,True
1061639,4332,variant_b,2023-01-21 07:00:48,purchase_started,Iceland,mobile,25-34,True
1061694,2375,variant_a,2023-01-15 10:00:00,page_view,Iceland,mobile,18-24,True
1061694,2375,variant_a,2023-01-15 10:00:05,purchase_completed,Iceland,mobile,18-24,True
1061694,2375,variant_a,2023-01-15 10:00:21,purchase_started,Iceland,mobile,18-24,True
1061763,4961,variant_b,2023-01-17 11:00:00,page_view,Germany,desktop,35-44,True
1061763,4961,variant_b,2023-01-17 11:00:18,purchase_completed,Germany,desktop,35-44,True
1061763,4961,variant_b,2023-01-17 11:00:28,purchase_started,Germany,desktop,35-44,True
1061921,779,variant_b,2023-01-03 19:00:00,page_view,Iceland,desktop,55+,True
1061921,779,variant_b,2023-01-03 19:00:26,purchase_completed,Iceland,desktop,55+,True
1061921,779,variant_b,2023-01-03 19:00:41,purchase_started,Iceland,desktop,55+,True
1061971,621,variant_a,2023-01-10 19:00:00,page_view,Iceland,desktop,55+,True
1061971,621,variant_a,2023-01-10 19:00:16,purchase_completed,Iceland,desktop,55+,True
1061971,621,variant_a,2023-01-10 19:00:33,purchase_started,Iceland,desktop,55+,True
1062013,2863,variant_a,2023-01-25 08:00:00,page_view,Germany,desktop,25-34,True
1062013,2863,variant_a,2023-01-25 08:00:14,purchase_completed,Germany,desktop,25-34,True
1062013,2863,variant_a,2023-01-25 08:00:27,purchase_started,Germany,desktop,25-34,True
1062134,4404,variant_b,2023-01-27 07:00:00,page_view,France,tablet,45-54,True
1062134,4404,variant_b,2023-01-27 07:00:27,purchase_completed,France,tablet,45-54,True
1062134,4404,variant_b,2023-01-27 07:00:34,purchase_started,France,tablet,45-54,True
1062191,4915,variant_a,2023-01-03 18:00:00,page_view,Iceland,mobile,25-34,True
1062191,4915,variant_a,2023-01-03 18:00:29,purchase_completed,Iceland,mobile,25-34,True
1062191,4915,variant_a,2023-01-03 18:00:49,purchase_started,Iceland,mobile,25-34,True
1062458,3752,variant_a,2023-01-08 14:00:00,page_view,Iceland,desktop,35-44,True
1062458,3752,variant_a,2023-01-08 14:00:05,purchase_completed,Iceland,desktop,35-44,True
1062458,3752,variant_a,2023-01-08 14:00:19,purchase_started,Iceland,desktop,35-44,True
1062463,3758,variant_a,2023-01-02 15:00:00,page_view,Iceland,desktop,25-34,True
1062463,3758,variant_a,2023-01-02 15:00:30,purchase_completed,Iceland,desktop,25-34,True
1062463,3758,variant_a,2023-01-02 15:00:35,purchase_started,Iceland,desktop,25-34,True
1062465,748,variant_a,2023-01-10 09:00:00,page_view,Iceland,desktop,45-54,True
1062465,748,variant_a,2023-01-10 09:00:12,download_brochure,Iceland,desktop,45-54,True
1062465,748,variant_a,2023-01-10 09:00:28,purchase_completed,Iceland,desktop,45-54,True
1062465,748,variant_a,2023-01-10 09:00:40,purchase_started,Iceland,desktop,45-54,True
1062506,4551,variant_a,2023-01-29 17:00:00,page_view,UK,desktop,55+,True
1062506,4551,variant_a,2023-01-29 17:00:10,purchase_completed,UK,desktop,55+,True
1062506,4551,variant_a,2023-01-29 17:00:38,purchase_started,UK,desktop,55+,True
1062928,3605,variant_b,2023-01-01 14:00:00,page_view,UK,desktop,35-44,True
1062928,3605,variant_b,2023-01-01 14:00:13,purchase_completed,UK,desktop,35-44,True
1062928,3605,variant_b,2023-01-01 14:00:32,purchase_started,UK,desktop,35-44,True
1063225,4272,variant_a,2023-01-28 11:00:00,page_view,Iceland,desktop,35-44,True
1063225,4272,variant_a,2023-01-28 11:00:07,purchase_completed,Iceland,desktop,35-44,True
1063225,4272,variant_a,2023-01-28 11:00:29,purchase_started,Iceland,desktop,35-44,True
1063268,1995,variant_b,2023-01-25 08:00:00,page_view,UK,desktop,35-44,True
1063268,1995,variant_b,2023-01-25 08:00:06,purchase_completed,UK,desktop,35-44,True
1063268,1995,variant_b,2023-01-25 08:00:13,purchase_started,UK,desktop,35-44,True
1063416,2232,variant_b,2023-01-08 13:00:00,page_view,Iceland,desktop,45-54,True
1063416,2232,variant_b,2023-01-08 13:00:26,purchase_completed,Iceland,desktop,45-54,True
1063416,2232,variant_b,2023-01-08 13:00:49,purchase_started,Iceland,desktop,45-54,True
1063635,2346,variant_b,2023-01-02 13:00:00,page_view,UK,desktop,45-54,True
1063635,2346,variant_b,2023-01-02 13:00:05,purchase_completed,UK,desktop,45-54,True
1063635,2346,variant_b,2023-01-02 13:00:15,purchase_started,UK,desktop,45-54,True
1063928,3303,variant_a,2023-01-06 07:00:00,page_view,UK,desktop,25-34,True
1063928,3303,variant_a,2023-01-06 07:00:22,purchase_completed,UK,desktop,25-34,True
1063928,3303,variant_a,2023-01-06 07:00:29,purchase_started,UK,desktop,25-34,True
1064185,4352,variant_b,2023-01-18 14:00:00,page_view,France,desktop,35-44,True
1064185,4352,variant_b,2023-01-18 14:00:22,purchase_completed,France,desktop,35-44,True
1064185,4352,variant_b,2023-01-18 14:00:28,purchase_started,France,desktop,35-44,True
1064331,3982,variant_a,2023-01-18 22:00:00,page_view,Iceland,desktop,35-44,True
1064331,3982,variant_a,2023-01-18 22:00:07,purchase_completed,Iceland,desktop,35-44,True
1064331,3982,variant_a,2023-01-18 22:00:13,download_brochure,Iceland,desktop,35-44,True
1064331,3982,variant_a,2023-01-18 22:00:15,share_link,Iceland,desktop,35-44,True
1064331,3982,variant_a,2023-01-18 22:00:39,purchase_started,Iceland,desktop,35-44,True
1064446,692,variant_b,2023-01-10 11:00:00,page_view,UK,mobile,35-44,True
1064446,692,variant_b,2023-01-10 11:00:17,purchase_completed,UK,mobile,35-44,True
1064446,692,variant_b,2023-01-10 11:00:27,purchase_started,UK,mobile,35-44,True
1064499,4302,variant_a,2023-01-07 19:00:00,page_view,UK,desktop,35-44,True
1064499,4302,variant_a,2023-01-07 19:00:18,purchase_completed,UK,desktop,35-44,True
1064499,4302,variant_a,2023-01-07 19:00:31,purchase_started,UK,desktop,35-44,True
1064584,4662,variant_b,2023-01-28 13:00:00,page_view,France,mobile,25-34,True
1064584,4662,variant_b,2023-01-28 13:00:07,purchase_completed,France,mobile,25-34,True
1064584,4662,variant_b,2023-01-28 13:00:24,purchase_started,France,mobile,25-34,True
1064719,4354,variant_a,2023-01-12 01:00:00,page_view,Iceland,desktop,35-44,True
1064719,4354,variant_a,2023-01-12 01:00:27,purchase_completed,Iceland,desktop,35-44,True
1064719,4354,variant_a,2023-01-12 01:00:33,purchase_started,Iceland,desktop,35-44,True
1064726,4810,variant_b,2023-01-15 15:00:00,page_view,Iceland,desktop,25-34,True
1064726,4810,variant_b,2023-01-15 15:00:25,purchase_completed,Iceland,desktop,25-34,True
1064726,4810,variant_b,2023-01-15 15:00:37,purchase_started,Iceland,desktop,25-34,True
1064729,95,variant_b,2023-01-27 20:00:00,page_view,Iceland,mobile,55+,True
1064729,95,variant_b,2023-01-27 20:00:25,purchase_completed,Iceland,mobile,55+,True
1064729,95,variant_b,2023-01-27 20:00:44,purchase_started,Iceland,mobile,55+,True
1064867,4002,variant_b,2023-01-16 22:00:00,page_view,UK,desktop,35-44,True
1064867,4002,variant_b,2023-01-16 22:00:24,purchase_completed,UK,desktop,35-44,True
1064867,4002,variant_b,2023-01-16 22:00:38,purchase_started,UK,desktop,35-44,True
1064917,908,variant_a,2023-01-15 20:00:00,page_view,Iceland,desktop,45-54,True
1064917,908,variant_a,2023-01-15 20:00:24,purchase_completed,Iceland,desktop,45-54,True
1064917,908,variant_a,2023-01-15 20:00:45,purchase_started,Iceland,desktop,45-54,True
1064977,4806,variant_b,2023-01-11 11:00:00,page_view,Iceland,tablet,55+,True
1064977,4806,variant_b,2023-01-11 11:00:21,purchase_completed,Iceland,tablet,55+,True
1064977,4806,variant_b,2023-01-11 11:00:40,purchase_started,Iceland,tablet,55+,True
1065006,1754,variant_a,2023-01-30 13:00:00,page_view,Iceland,desktop,45-54,True
1065006,1754,variant_a,2023-01-30 13:00:18,purchase_completed,Iceland,desktop,45-54,True
1065006,1754,variant_a,2023-01-30 13:00:37,purchase_started,Iceland,desktop,45-54,True
1065041,3377,variant_b,2023-01-29 06:00:00,page_view,Iceland,tablet,25-34,True
1065041,3377,variant_b,2023-01-29 06:00:18,purchase_completed,Iceland,tablet,25-34,True
1065041,3377,variant_b,2023-01-29 06:00:40,purchase_started,Iceland,tablet,25-34,True
1065081,2808,variant_b,2023-01-20 16:00:00,page_view,Iceland,desktop,35-44,True
1065081,2808,variant_b,2023-01-20 16:00:29,purchase_completed,Iceland,desktop,35-44,True
1065081,2808,variant_b,2023-01-20 16:00:38,purchase_started,Iceland,desktop,35-44,True
1065100,4034,variant_b,2023-01-21 03:00:00,page_view,UK,mobile,35-44,True
1065100,4034,variant_b,2023-01-21 03:00:30,purchase_completed,UK,mobile,35-44,True
1065100,4034,variant_b,2023-01-21 03:00:56,purchase_started,UK,mobile,35-44,True
1065112,1427,variant_a,2023-01-04 17:00:00,page_view,Iceland,mobile,25-34,True
1065112,1427,variant_a,2023-01-04 17:00:16,purchase_completed,Iceland,mobile,25-34,True
1065112,1427,variant_a,2023-01-04 17:00:37,purchase_started,Iceland,mobile,25-34,True
1065483,322,variant_a,2023-01-24 02:00:00,page_view,UK,mobile,45-54,True
1065483,322,variant_a,2023-01-24 02:00:25,purchase_completed,UK,mobile,45-54,True
1065483,322,variant_a,2023-01-24 02:00:35,share_link,UK,mobile,45-54,True
1065483,322,variant_a,2023-01-24 02:00:56,purchase_started,UK,mobile,45-54,True
1065498,1971,variant_b,2023-01-30 07:00:00,page_view,France,tablet,25-34,True
1065498,1971,variant_b,2023-01-30 07:00:23,purchase_completed,France,tablet,25-34,True
1065498,1971,variant_b,2023-01-30 07:00:50,purchase_started,France,tablet,25-34,True
1065637,3889,variant_b,2023-01-22 16:00:00,page_view,UK,tablet,18-24,True
1065637,3889,variant_b,2023-01-22 16:00:16,purchase_completed,UK,tablet,18-24,True
1065637,3889,variant_b,2023-01-22 16:00:41,purchase_started,UK,tablet,18-24,True
1065696,2653,variant_b,2023-01-05 19:00:00,page_view,France,mobile,35-44,True
1065696,2653,variant_b,2023-01-05 19:00:28,purchase_completed,France,mobile,35-44,True
1065696,2653,variant_b,2023-01-05 19:00:49,purchase_started,France,mobile,35-44,True
1065990,2150,variant_a,2023-01-01 18:00:00,page_view,UK,desktop,55+,True
1065990,2150,variant_a,2023-01-01 18:00:11,purchase_completed,UK,desktop,55+,True
1065990,2150,variant_a,2023-01-01 18:00:41,purchase_started,UK,desktop,55+,True
1066099,3271,variant_b,2023-01-02 06:00:00,page_view,Iceland,desktop,55+,True
1066099,3271,variant_b,2023-01-02 06:00:17,purchase_completed,Iceland,desktop,55+,True
1066099,3271,variant_b,2023-01-02 06:00:42,purchase_started,Iceland,desktop,55+,True
1066167,3216,variant_a,2023-01-18 11:00:00,page_view,Iceland,desktop,35-44,True
1066167,3216,variant_a,2023-01-18 11:00:14,purchase_completed,Iceland,desktop,35-44,True
1066167,3216,variant_a,2023-01-18 11:00:21,purchase_started,Iceland,desktop,35-44,True
1066245,627,variant_a,2023-01-20 10:00:00,page_view,Iceland,tablet,45-54,True
1066245,627,variant_a,2023-01-20 10:00:16,purchase_completed,Iceland,tablet,45-54,True
1066245,627,variant_a,2023-01-20 10:00:29,share_link,Iceland,tablet,45-54,True
1066245,627,variant_a,2023-01-20 10:00:50,purchase_started,Iceland,tablet,45-54,True
1066539,2912,variant_a,2023-01-14 15:00:00,page_view,Germany,desktop,35-44,True
1066539,2912,variant_a,2023-01-14 15:00:22,purchase_completed,Germany,desktop,35-44,True
1066539,2912,variant_a,2023-01-14 15:00:47,purchase_started,Germany,desktop,35-44,True
1066663,4322,variant_b,2023-01-21 13:00:00,page_view,Iceland,mobile,25-34,True
1066663,4322,variant_b,2023-01-21 13:00:30,purchase_completed,Iceland,mobile,25-34,True
1066663,4322,variant_b,2023-01-21 13:00:56,purchase_started,Iceland,mobile,25-34,True
1066767,1672,variant_b,2023-01-21 21:00:00,page_view,UK,mobile,55+,True
1066767,1672,variant_b,2023-01-21 21:00:09,purchase_completed,UK,mobile,55+,True
1066767,1672,variant_b,2023-01-21 21:00:37,purchase_started,UK,mobile,55+,True
1067048,682,variant_a,2023-01-27 17:00:00,page_view,France,desktop,25-34,True
1067048,682,variant_a,2023-01-27 17:00:19,purchase_completed,France,desktop,25-34,True
1067048,682,variant_a,2023-01-27 17:00:26,purchase_started,France,desktop,25-34,True
1067287,1965,variant_a,2023-01-24 20:00:00,page_view,France,desktop,35-44,True
1067287,1965,variant_a,2023-01-24 20:00:11,purchase_completed,France,desktop,35-44,True
1067287,1965,variant_a,2023-01-24 20:00:21,purchase_started,France,desktop,35-44,True
1067294,515,variant_b,2023-01-09 19:00:00,page_view,UK,desktop,25-34,True
1067294,515,variant_b,2023-01-09 19:00:23,purchase_completed,UK,desktop,25-34,True
1067294,515,variant_b,2023-01-09 19:00:50,purchase_started,UK,desktop,25-34,True
1067383,2104,variant_b,2023-01-13 08:00:00,page_view,France,mobile,25-34,True
1067383,2104,variant_b,2023-01-13 08:00:20,purchase_completed,France,mobile,25-34,True
1067383,2104,variant_b,2023-01-13 08:00:49,share_link,France,mobile,25-34,True
1067383,2104,variant_b,2023-01-13 08:01:15,purchase_started,France,mobile,25-34,True
1067568,726,variant_a,2023-01-10 08:00:00,page_view,Iceland,desktop,35-44,True
1067568,726,variant_a,2023-01-10 08:00:18,purchase_completed,Iceland,desktop,35-44,True
1067568,726,variant_a,2023-01-10 08:00:41,purchase_started,Iceland,desktop,35-44,True
1067811,575,variant_b,2023-01-15 16:00:00,page_view,France,desktop,25-34,True
1067811,575,variant_b,2023-01-15 16:00:16,purchase_completed,France,desktop,25-34,True
1067811,575,variant_b,2023-01-15 16:00:28,purchase_started,France,desktop,25-34,True
1067912,3591,variant_a,2023-01-08 16:00:00,page_view,Iceland,mobile,35-44,True
1067912,3591,variant_a,2023-01-08 16:00:22,purchase_completed,Iceland,mobile,35-44,True
1067912,3591,variant_a,2023-01-08 16:00:27,purchase_started,Iceland,mobile,35-44,True
1068064,323,variant_a,2023-01-05 08:00:00,page_view,Germany,mobile,35-44,True
1068064,323,variant_a,2023-01-05 08:00:22,purchase_completed,Germany,mobile,35-44,True
1068064,323,variant_a,2023-01-05 08:00:39,purchase_started,Germany,mobile,35-44,True
1068166,3966,variant_b,2023-01-22 05:00:00,page_view,UK,tablet,25-34,True
1068166,3966,variant_b,2023-01-22 05:00:19,purchase_completed,UK,tablet,25-34,True
1068166,3966,variant_b,2023-01-22 05:00:29,purchase_started,UK,tablet,25-34,True
1068384,3587,variant_b,2023-01-30 04:00:00,page_view,Germany,desktop,55+,True
1068384,3587,variant_b,2023-01-30 04:00:21,purchase_completed,Germany,desktop,55+,True
1068384,3587,variant_b,2023-01-30 04:00:25,download_brochure,Germany,desktop,55+,True
1068384,3587,variant_b,2023-01-30 04:00:39,purchase_started,Germany,desktop,55+,True
1068494,2375,variant_a,2023-01-10 19:00:00,page_view,Iceland,mobile,18-24,True
1068494,2375,variant_a,2023-01-10 19:00:28,purchase_completed,Iceland,mobile,18-24,True
1068494,2375,variant_a,2023-01-10 19:00:47,purchase_started,Iceland,mobile,18-24,True
1068680,2909,variant_b,2023-01-20 15:00:00,page_view,France,desktop,55+,True
1068680,2909,variant_b,2023-01-20 15:00:12,purchase_completed,France,desktop,55+,True
1068680,2909,variant_b,2023-01-20 15:00:30,purchase_started,France,desktop,55+,True
1068730,3779,variant_a,2023-01-25 20:00:00,page_view,Iceland,desktop,18-24,True
1068730,3779,variant_a,2023-01-25 20:00:17,purchase_completed,Iceland,desktop,18-24,True
1068730,3779,variant_a,2023-01-25 20:00:25,purchase_started,Iceland,desktop,18-24,True
1068753,2624,variant_b,2023-01-10 17:00:00,page_view,Germany,mobile,35-44,True
1068753,2624,variant_b,2023-01-10 17:00:27,purchase_completed,Germany,mobile,35-44,True
1068753,2624,variant_b,2023-01-10 17:00:37,purchase_started,Germany,mobile,35-44,True
1068926,3374,variant_a,2023-01-29 04:00:00,page_view,Germany,mobile,45-54,True
1068926,3374,variant_a,2023-01-29 04:00:07,purchase_completed,Germany,mobile,45-54,True
1068926,3374,variant_a,2023-01-29 04:00:28,purchase_started,Germany,mobile,45-54,True
1069047,4360,variant_b,2023-01-29 18:00:00,page_view,Iceland,desktop,35-44,True
1069047,4360,variant_b,2023-01-29 18:00:11,purchase_completed,Iceland,desktop,35-44,True
1069047,4360,variant_b,2023-01-29 18:00:26,purchase_started,Iceland,desktop,35-44,True
1069169,2408,variant_b,2023-01-04 15:00:00,page_view,Iceland,mobile,45-54,True
1069169,2408,variant_b,2023-01-04 15:00:23,purchase_completed,Iceland,mobile,45-54,True
1069169,2408,variant_b,2023-01-04 15:00:51,purchase_started,Iceland,mobile,45-54,True
