user_id,variant,country,device,age_group
744,variant_a,Iceland,desktop,25-34
745,variant_a,UK,mobile,25-34
746,variant_a,France,mobile,55+
747,variant_b,Iceland,desktop,25-34
748,variant_a,Iceland,desktop,45-54
749,variant_b,Iceland,desktop,25-34
750,variant_b,Germany,mobile,25-34
751,variant_a,Germany,mobile,35-44
752,variant_b,UK,desktop,25-34
753,variant_a,Iceland,desktop,45-54
754,variant_a,Iceland,mobile,25-34
755,variant_b,UK,mobile,45-54
756,variant_a,Germany,mobile,55+
757,variant_a,UK,tablet,55+
758,variant_b,UK,desktop,45-54
759,variant_b,Iceland,mobile,45-54
760,variant_a,UK,mobile,25-34
761,variant_a,UK,desktop,35-44
762,variant_b,Germany,desktop,55+
763,variant_b,Germany,desktop,45-54
764,variant_a,UK,desktop,45-54
765,variant_a,Iceland,mobile,25-34
766,variant_a,UK,desktop,35-44
767,variant_a,Iceland,mobile,18-24
768,variant_b,UK,desktop,35-44
769,variant_a,France,mobile,18-24
770,variant_a,UK,tablet,45-54
771,variant_b,UK,desktop,18-24
772,variant_b,France,desktop,35-44
773,variant_b,France,desktop,25-34
774,variant_b,Iceland,mobile,25-34
775,variant_b,Iceland,desktop,25-34
776,variant_a,Germany,desktop,25-34
777,variant_b,Iceland,mobile,45-54
778,variant_b,UK,mobile,35-44
779,variant_b,Iceland,desktop,55+
780,variant_b,UK,desktop,35-44
781,variant_b,Iceland,mobile,45-54
782,variant_b,Iceland,desktop,55+
783,variant_a,Iceland,desktop,25-34
784,variant_b,Iceland,tablet,25-34
785,variant_b,UK,desktop,55+
786,variant_a,Iceland,tablet,18-24
787,variant_b,UK,desktop,25-34
788,variant_b,Iceland,desktop,35-44
789,variant_a,UK,desktop,18-24
790,variant_a,Iceland,desktop,45-54
791,variant_a,Iceland,desktop,35-44
792,variant_b,Iceland,desktop,18-24
793,variant_a,Germany,mobile,35-44
794,variant_b,Iceland,mobile,18-24
795,variant_a,Germany,desktop,35-44
796,variant_b,UK,tablet,45-54
797,variant_b,Iceland,desktop,25-34
798,variant_a,UK,mobile,55+
799,variant_a,Iceland,mobile,55+
800,variant_a,Iceland,desktop,25-34
801,variant_b,Iceland,desktop,25-34
802,variant_a,Iceland,desktop,45-54
803,variant_a,UK,tablet,25-34
804,variant_b,France,mobile,25-34
805,variant_a,Germany,desktop,35-44
806,variant_a,Germany,desktop,55+
807,variant_b,Iceland,mobile,25-34
808,variant_b,Iceland,desktop,18-24
809,variant_b,Iceland,desktop,55+
810,variant_b,Iceland,desktop,25-34
811,variant_b,Iceland,desktop,25-34
812,variant_b,Iceland,mobile,18-24
813,variant_a,France,mobile,35-44
814,variant_b,Iceland,desktop,45-54
815,variant_b,Iceland,desktop,35-44
816,variant_a,Iceland,desktop,35-44
817,variant_a,Iceland,mobile,18-24
818,variant_a,Germany,desktop,55+
819,variant_b,Germany,desktop,45-54
820,variant_a,Iceland,desktop,25-34
821,variant_a,Germany,desktop,18-24
822,variant_b,Iceland,tablet,45-54
823,variant_a,Germany,mobile,18-24
824,variant_b,UK,mobile,25-34
825,variant_b,UK,desktop,18-24
826,variant_b,Iceland,desktop,18-24
827,variant_a,Iceland,mobile,45-54
828,variant_a,Iceland,desktop,45-54
829,variant_b,Iceland,mobile,25-34
830,variant_b,France,desktop,25-34
831,variant_b,UK,desktop,18-24
832,variant_b,UK,mobile,35-44
833,variant_b,Iceland,desktop,18-24
834,variant_a,Iceland,desktop,18-24
835,variant_b,Iceland,desktop,18-24
836,variant_a,Germany,desktop,35-44
837,variant_b,Iceland,tablet,55+
838,variant_b,Iceland,desktop,55+
839,variant_b,Iceland,desktop,45-54
840,variant_b,Germany,desktop,35-44
841,variant_b,Iceland,desktop,25-34
842,variant_b,Iceland,mobile,35-44
843,variant_a,Iceland,mobile,35-44
844,variant_a,Germany,tablet,35-44
845,variant_a,Iceland,desktop,35-44
846,variant_a,Iceland,desktop,35-44
847,variant_a,France,desktop,45-54
848,variant_b,Germany,desktop,35-44
849,variant_a,Iceland,desktop,25-34
850,variant_a,France,desktop,55+
851,variant_b,Iceland,tablet,35-44
852,variant_a,UK,mobile,45-54
853,variant_b,UK,mobile,45-54
854,variant_a,Germany,mobile,25-34
855,variant_a,Iceland,desktop,35-44
856,variant_a,UK,desktop,25-34
857,variant_b,UK,desktop,18-24
858,variant_a,Iceland,mobile,25-34
859,variant_b,UK,mobile,25-34
860,variant_a,France,mobile,45-54
861,variant_a,Germany,tablet,25-34
862,variant_a,UK,mobile,25-34
863,variant_a,UK,desktop,45-54
864,variant_a,Iceland,mobile,45-54
865,variant_b,Iceland,mobile,45-54
866,variant_a,France,desktop,18-24
867,variant_b,Germany,desktop,18-24
868,variant_a,Germany,desktop,35-44
869,variant_a,UK,desktop,45-54
870,variant_a,Iceland,desktop,18-24
871,variant_a,Iceland,desktop,25-34
872,variant_b,Iceland,mobile,35-44
873,variant_a,Germany,desktop,25-34
874,variant_b,Iceland,desktop,35-44
875,variant_b,UK,desktop,18-24
876,variant_a,Iceland,mobile,35-44
877,variant_b,UK,mobile,18-24
878,variant_b,UK,desktop,35-44
879,variant_a,Iceland,desktop,35-44
880,variant_a,Iceland,mobile,25-34
881,variant_b,UK,mobile,25-34
882,variant_a,Iceland,mobile,18-24
883,variant_b,Iceland,desktop,25-34
884,variant_a,Germany,desktop,45-54
885,variant_a,France,mobile,55+
886,variant_a,France,desktop,25-34
887,variant_b,Iceland,tablet,25-34
888,variant_a,Germany,desktop,25-34
889,variant_b,Iceland,desktop,18-24
890,variant_a,Iceland,desktop,18-24
891,variant_a,Iceland,tablet,25-34
892,variant_b,Germany,desktop,25-34
893,variant_b,UK,desktop,35-44
894,variant_b,Germany,desktop,25-34
895,variant_a,Iceland,desktop,45-54
896,variant_a,Iceland,desktop,18-24
897,variant_a,Germany,desktop,35-44
898,variant_a,Iceland,desktop,35-44
899,variant_b,UK,desktop,55+
900,variant_b,Iceland,desktop,25-34
901,variant_b,UK,desktop,35-44
902,variant_b,Germany,desktop,18-24
903,variant_b,Iceland,desktop,45-54
904,variant_a,UK,desktop,18-24
905,variant_a,Iceland,mobile,18-24
906,variant_a,Iceland,desktop,25-34
907,variant_b,UK,mobile,18-24
908,variant_a,Iceland,desktop,45-54
909,variant_b,Germany,mobile,45-54
910,variant_a,Iceland,tablet,35-44
911,variant_a,France,tablet,45-54
912,variant_b,Iceland,desktop,45-54
913,variant_b,France,desktop,45-54
914,variant_a,France,desktop,25-34
915,variant_a,Germany,mobile,18-24
916,variant_a,Iceland,desktop,35-44
917,variant_b,Germany,mobile,18-24
918,variant_b,UK,desktop,55+
919,variant_a,Iceland,mobile,18-24
920,variant_b,Iceland,desktop,18-24
921,variant_a,Iceland,mobile,25-34
922,variant_a,France,mobile,35-44
923,variant_a,France,desktop,55+
924,variant_b,Iceland,mobile,55+
925,variant_a,Iceland,desktop,35-44
926,variant_b,France,desktop,18-24
927,variant_a,Iceland,mobile,55+
928,variant_b,Iceland,mobile,35-44
929,variant_a,UK,mobile,25-34
930,variant_b,Iceland,mobile,55+
931,variant_b,Iceland,desktop,55+
932,variant_b,Germany,tablet,18-24
933,variant_a,Iceland,mobile,35-44
934,variant_b,France,mobile,45-54
935,variant_b,Germany,mobile,25-34
936,variant_a,UK,desktop,35-44
937,variant_a,Iceland,desktop,45-54
938,variant_a,Germany,desktop,25-34
939,variant_b,France,mobile,45-54
940,variant_a,Germany,desktop,35-44
941,variant_b,Iceland,mobile,25-34
942,variant_a,Iceland,mobile,35-44
943,variant_a,Iceland,desktop,45-54
944,variant_b,Germany,desktop,18-24
945,variant_b,Iceland,desktop,45-54
946,variant_b,UK,desktop,25-34
947,variant_b,Germany,desktop,18-24
948,variant_a,UK,desktop,35-44
949,variant_a,Iceland,desktop,35-44
950,variant_b,France,desktop,25-34
951,variant_a,Iceland,desktop,35-44
952,variant_b,Iceland,mobile,45-54
953,variant_b,Iceland,tablet,55+
954,variant_a,Germany,tablet,25-34
955,variant_a,Iceland,desktop,18-24
956,variant_a,France,tablet,18-24
957,variant_b,Iceland,mobile,18-24
958,variant_b,Iceland,desktop,25-34
959,variant_a,Iceland,desktop,35-44
960,variant_b,Iceland,desktop,45-54
961,variant_a,Germany,desktop,18-24
962,variant_b,Iceland,mobile,25-34
963,variant_b,Germany,desktop,55+
964,variant_b,UK,desktop,25-34
965,variant_a,Germany,desktop,45-54
966,variant_a,UK,desktop,45-54
967,variant_b,France,mobile,45-54
968,variant_a,Iceland,desktop,18-24
969,variant_a,UK,desktop,55+
970,variant_a,Germany,desktop,35-44
971,variant_a,Iceland,desktop,35-44
972,variant_a,Iceland,desktop,25-34
973,variant_a,Iceland,tablet,18-24
974,variant_a,UK,desktop,35-44
975,variant_a,Iceland,desktop,25-34
976,variant_a,Germany,tablet,25-34
977,variant_a,Iceland,tablet,35-44
978,variant_b,France,desktop,35-44
979,variant_b,Germany,tablet,18-24
980,variant_a,UK,desktop,25-34
981,variant_b,Iceland,desktop,18-24
982,variant_a,Germany,desktop,25-34
983,variant_a,UK,desktop,45-54
984,variant_a,UK,mobile,35-44
985,variant_b,UK,desktop,45-54
986,variant_a,Germany,mobile,45-54
987,variant_a,Iceland,desktop,45-54
988,variant_b,Germany,mobile,25-34
989,variant_a,Iceland,desktop,18-24
990,variant_a,Germany,mobile,25-34
991,variant_b,France,desktop,35-44
992,variant_a,Iceland,desktop,18-24
993,variant_a,Iceland,mobile,18-24
994,variant_b,Iceland,mobile,35-44
995,variant_a,Iceland,desktop,25-34
996,variant_b,UK,mobile,45-54
997,variant_a,France,tablet,35-44
998,variant_a,Iceland,desktop,25-34
999,variant_b,Iceland,mobile,25-34
1000,variant_a,Iceland,desktop,25-34
1001,variant_b,France,desktop,25-34
1002,variant_b,Germany,desktop,25-34
1003,variant_b,UK,desktop,18-24
1004,variant_a,Iceland,tablet,25-34
1005,variant_b,Iceland,tablet,25-34
1006,variant_a,Germany,desktop,25-34
1007,variant_a,Germany,tablet,25-34
1008,variant_b,Iceland,mobile,45-54
1009,variant_a,UK,desktop,35-44
1010,variant_b,France,mobile,55+
1011,variant_b,UK,mobile,35-44
1012,variant_a,Iceland,desktop,25-34
1013,variant_b,Iceland,desktop,18-24
1014,variant_b,France,desktop,25-34
1015,variant_a,Iceland,desktop,55+
1016,variant_b,Iceland,mobile,25-34
1017,variant_b,Iceland,mobile,25-34
1018,variant_b,Iceland,desktop,18-24
1019,variant_b,Iceland,desktop,18-24
1020,variant_b,UK,mobile,18-24
1021,variant_b,Germany,desktop,18-24
1022,variant_a,Iceland,tablet,25-34
1023,variant_a,Iceland,desktop,25-34
1024,variant_a,Iceland,mobile,25-34
1025,variant_b,Iceland,desktop,35-44
1026,variant_a,France,mobile,35-44
1027,variant_b,Iceland,mobile,25-34
1028,variant_b,France,mobile,45-54
1029,variant_a,France,mobile,45-54
1030,variant_a,Iceland,mobile,45-54
1031,variant_a,Iceland,desktop,35-44
1032,variant_b,Iceland,desktop,18-24
1033,variant_b,Iceland,desktop,18-24
1034,variant_a,Germany,mobile,18-24
1035,variant_a,UK,desktop,45-54
1036,variant_b,Germany,tablet,25-34
1037,variant_b,Iceland,tablet,25-34
1038,variant_a,France,desktop,35-44
1039,variant_a,France,mobile,18-24
1040,variant_a,Iceland,tablet,35-44
1041,variant_b,UK,desktop,25-34
1042,variant_b,Iceland,desktop,35-44
1043,variant_b,Iceland,mobile,45-54
1044,variant_b,UK,desktop,18-24
1045,variant_a,Iceland,mobile,35-44
1046,variant_a,Iceland,mobile,45-54
1047,variant_a,France,desktop,25-34
1048,variant_a,Iceland,desktop,35-44
1049,variant_a,UK,mobile,18-24
1050,variant_b,Iceland,mobile,25-34
1051,variant_a,Iceland,mobile,35-44
1052,variant_b,Iceland,desktop,45-54
1053,variant_b,Germany,desktop,25-34
1054,variant_b,Iceland,mobile,35-44
1055,variant_b,Germany,tablet,55+
1056,variant_b,Iceland,desktop,35-44
1057,variant_a,Iceland,desktop,35-44
1058,variant_b,Germany,desktop,25-34
1059,variant_b,UK,mobile,35-44
1060,variant_a,Iceland,mobile,35-44
1061,variant_b,UK,tablet,35-44
1062,variant_a,France,desktop,45-54
1063,variant_b,UK,desktop,18-24
1064,variant_a,UK,mobile,35-44
1065,variant_a,Iceland,tablet,25-34
1066,variant_b,France,tablet,35-44
1067,variant_b,France,mobile,25-34
1068,variant_a,Iceland,mobile,45-54
1069,variant_a,UK,mobile,35-44
1070,variant_a,France,mobile,25-34
1071,variant_a,Germany,mobile,55+
1072,variant_b,Iceland,mobile,25-34
1073,variant_a,Iceland,desktop,35-44
1074,variant_b,Germany,mobile,55+
1075,variant_b,UK,desktop,35-44
1076,variant_a,Iceland,desktop,45-54
1077,variant_b,Germany,mobile,25-34
1078,variant_a,Germany,desktop,45-54
1079,variant_b,Iceland,mobile,18-24
1080,variant_a,France,desktop,18-24
1081,variant_b,France,mobile,35-44
1082,variant_b,Iceland,mobile,25-34
1083,variant_a,Germany,mobile,25-34
1084,variant_b,Iceland,desktop,25-34
1085,variant_b,Iceland,desktop,18-24
1086,variant_a,France,desktop,25-34
1087,variant_a,Germany,tablet,25-34
1088,variant_b,UK,tablet,35-44
1089,variant_b,UK,desktop,25-34
1090,variant_b,Germany,desktop,18-24
1091,variant_b,Iceland,mobile,55+
1092,variant_a,Iceland,desktop,25-34
1093,variant_a,Iceland,mobile,18-24
1094,variant_a,France,mobile,18-24
1095,variant_a,UK,desktop,18-24
1096,variant_a,Iceland,desktop,55+
1097,variant_a,UK,desktop,45-54
1098,variant_a,Iceland,tablet,25-34
1099,variant_a,Iceland,mobile,35-44
1100,variant_b,UK,desktop,25-34
1101,variant_a,France,desktop,18-24
1102,variant_b,UK,desktop,55+
1103,variant_b,Iceland,desktop,18-24
1104,variant_a,Iceland,desktop,25-34
1105,variant_b,UK,desktop,45-54
1106,variant_a,Iceland,mobile,25-34
1107,variant_b,Iceland,desktop,45-54
1108,variant_a,France,desktop,18-24
1109,variant_b,Germany,desktop,55+
1110,variant_a,Germany,desktop,25-34
1111,variant_b,Germany,desktop,25-34
1112,variant_a,UK,desktop,35-44
1113,variant_a,Iceland,desktop,25-34
1114,variant_a,UK,desktop,35-44
1115,variant_a,Iceland,desktop,25-34
1116,variant_a,UK,tablet,35-44
1117,variant_a,UK,mobile,25-34
1118,variant_b,Germany,desktop,25-34
1119,variant_b,Iceland,desktop,25-34
1120,variant_a,Iceland,tablet,55+
1121,variant_b,France,mobile,45-54
1122,variant_b,Iceland,mobile,18-24
1123,variant_a,Iceland,tablet,45-54
1124,variant_a,France,desktop,55+
1125,variant_a,Iceland,mobile,25-34
1126,variant_b,Germany,desktop,35-44
1127,variant_b,Germany,mobile,18-24
1128,variant_a,Iceland,desktop,35-44
1129,variant_b,Iceland,mobile,55+
1130,variant_a,UK,desktop,25-34
1131,variant_a,Germany,desktop,25-34
1132,variant_b,Iceland,desktop,25-34
1133,variant_a,Iceland,desktop,45-54
1134,variant_a,UK,tablet,18-24
1135,variant_b,Iceland,desktop,25-34
1136,variant_b,France,mobile,55+
1137,variant_a,Iceland,desktop,18-24
1138,variant_b,France,tablet,25-34
1139,variant_b,UK,desktop,35-44
1140,variant_b,UK,desktop,18-24
1141,variant_b,Iceland,desktop,25-34
1142,variant_b,France,desktop,25-34
1143,variant_b,Germany,desktop,25-34
1144,variant_b,UK,mobile,25-34
1145,variant_a,Germany,desktop,25-34
1146,variant_a,UK,desktop,25-34
1147,variant_b,UK,desktop,18-24
1148,variant_a,Iceland,desktop,25-34
1149,variant_a,Germany,desktop,25-34
1150,variant_a,Iceland,mobile,18-24
1151,variant_b,UK,desktop,45-54
1152,variant_b,Iceland,desktop,45-54
1153,variant_a,UK,desktop,18-24
1154,variant_a,Iceland,tablet,35-44
1155,variant_a,Germany,mobile,25-34
1156,variant_b,UK,desktop,18-24
1157,variant_b,Iceland,desktop,18-24
1158,variant_b,Iceland,desktop,45-54
1159,variant_a,Iceland,mobile,25-34
1160,variant_b,Iceland,mobile,55+
1161,variant_a,UK,desktop,45-54
1162,variant_b,Iceland,desktop,45-54
1163,variant_b,Germany,desktop,35-44
1164,variant_a,UK,desktop,55+
1165,variant_a,France,desktop,18-24
1166,variant_a,UK,desktop,25-34
1167,variant_a,France,mobile,35-44
1168,variant_a,Iceland,desktop,45-54
1169,variant_b,Germany,desktop,18-24
1170,variant_b,UK,mobile,18-24
1171,variant_a,Iceland,mobile,25-34
1172,variant_a,Iceland,desktop,45-54
1173,variant_b,Iceland,desktop,25-34
1174,variant_a,UK,mobile,25-34
1175,variant_a,Germany,desktop,35-44
1176,variant_a,UK,desktop,25-34
1177,variant_a,Germany,desktop,45-54
1178,variant_a,Iceland,desktop,35-44
1179,variant_b,Germany,desktop,35-44
1180,variant_a,UK,mobile,55+
1181,variant_b,Iceland,desktop,18-24
1182,variant_a,Iceland,desktop,35-44
1183,variant_b,Iceland,tablet,55+
1184,variant_b,UK,desktop,35-44
1185,variant_b,Germany,desktop,25-34
1186,variant_a,Iceland,desktop,45-54
1187,variant_b,Iceland,desktop,25-34
1188,variant_b,Iceland,mobile,25-34
1189,variant_b,UK,mobile,45-54
1190,variant_b,Iceland,desktop,45-54
1191,variant_b,UK,desktop,45-54
1192,variant_b,Germany,tablet,25-34
1193,variant_b,UK,mobile,25-34
1194,variant_b,Iceland,mobile,25-34
1195,variant_a,UK,desktop,25-34
1196,variant_a,Iceland,desktop,45-54
1197,variant_a,Iceland,mobile,35-44
1198,variant_a,Iceland,tablet,45-54
1199,variant_b,Iceland,desktop,18-24
1200,variant_b,Iceland,desktop,35-44
1201,variant_b,Iceland,mobile,35-44
1202,variant_a,Iceland,tablet,55+
1203,variant_a,France,desktop,35-44
1204,variant_b,Germany,desktop,45-54
1205,variant_b,France,desktop,45-54
1206,variant_a,UK,mobile,35-44
1207,variant_a,Iceland,mobile,25-34
1208,variant_a,Iceland,desktop,18-24
1209,variant_a,UK,desktop,25-34
1210,variant_a,France,desktop,25-34
1211,variant_b,Iceland,desktop,35-44
1212,variant_a,France,mobile,35-44
1213,variant_a,Germany,mobile,45-54
1214,variant_b,UK,mobile,25-34
1215,variant_b,UK,desktop,55+
1216,variant_b,Iceland,desktop,35-44
1217,variant_b,UK,desktop,25-34
1218,variant_b,Germany,desktop,25-34
1219,variant_b,France,desktop,18-24
1220,variant_b,UK,desktop,25-34
1221,variant_a,UK,desktop,25-34
1222,variant_b,Germany,mobile,45-54
1223,variant_b,France,desktop,18-24
1224,variant_a,UK,desktop,35-44
1225,variant_a,Iceland,desktop,18-24
1226,variant_b,UK,desktop,35-44
1227,variant_b,Iceland,desktop,25-34
1228,variant_b,UK,tablet,35-44
1229,variant_a,UK,mobile,25-34
1230,variant_a,UK,desktop,25-34
1231,variant_b,Iceland,mobile,25-34
1232,variant_b,UK,mobile,25-34
1233,variant_b,Iceland,desktop,35-44
1234,variant_b,Iceland,desktop,18-24
1235,variant_a,France,desktop,25-34
1236,variant_b,Iceland,desktop,35-44
1237,variant_a,UK,desktop,45-54
1238,variant_b,Germany,desktop,18-24
1239,variant_a,UK,desktop,35-44
1240,variant_b,Germany,desktop,35-44
1241,variant_a,Iceland,desktop,35-44
1242,variant_a,Iceland,mobile,18-24
1243,variant_b,Iceland,tablet,25-34
1244,variant_a,Iceland,desktop,35-44
1245,variant_b,UK,desktop,18-24
1246,variant_b,UK,desktop,45-54
1247,variant_b,Germany,desktop,18-24
1248,variant_b,UK,mobile,35-44
1249,variant_a,Germany,desktop,35-44
1250,variant_b,Germany,mobile,55+
1251,variant_b,UK,tablet,35-44
1252,variant_b,Iceland,desktop,45-54
1253,variant_b,France,desktop,45-54
1254,variant_a,France,mobile,45-54
1255,variant_b,Iceland,desktop,35-44
1256,variant_a,Iceland,desktop,35-44
1257,variant_b,Iceland,desktop,35-44
1258,variant_a,Iceland,mobile,55+
1259,variant_b,Iceland,desktop,18-24
1260,variant_b,France,mobile,35-44
1261,variant_a,Germany,tablet,25-34
1262,variant_a,UK,desktop,18-24
1263,variant_a,Iceland,desktop,25-34
1264,variant_b,UK,desktop,18-24
1265,variant_b,France,desktop,25-34
1266,variant_b,Iceland,desktop,18-24
1267,variant_b,UK,desktop,35-44
1268,variant_b,UK,desktop,25-34
1269,variant_a,France,mobile,18-24
1270,variant_a,France,desktop,18-24
1271,variant_b,Germany,desktop,25-34
1272,variant_b,Iceland,mobile,18-24
1273,variant_a,Germany,desktop,25-34
1274,variant_b,UK,mobile,18-24
1275,variant_b,France,mobile,25-34
1276,variant_b,France,desktop,25-34
1277,variant_b,UK,desktop,25-34
1278,variant_a,France,tablet,25-34
1279,variant_b,Iceland,desktop,55+
1280,variant_b,Iceland,mobile,55+
1281,variant_b,UK,mobile,25-34
1282,variant_b,France,desktop,45-54
1283,variant_a,Iceland,mobile,45-54
1284,variant_a,Iceland,desktop,45-54
1285,variant_b,UK,mobile,25-34
1286,variant_a,Iceland,desktop,25-34
1287,variant_b,Iceland,desktop,25-34
1288,variant_a,Iceland,desktop,25-34
1289,variant_a,Iceland,desktop,35-44
1290,variant_b,France,desktop,25-34
1291,variant_a,Iceland,tablet,18-24
1292,variant_b,UK,mobile,25-34
1293,variant_b,UK,mobile,55+
1294,variant_b,Iceland,desktop,18-24
1295,variant_a,Germany,tablet,35-44
1296,variant_b,France,mobile,35-44
1297,variant_a,Iceland,desktop,35-44
1298,variant_b,France,mobile,35-44
1299,variant_a,Germany,mobile,18-24
1300,variant_a,France,desktop,45-54
1301,variant_b,Iceland,desktop,45-54
1302,variant_a,France,tablet,35-44
1303,variant_b,UK,desktop,25-34
1304,variant_b,France,mobile,18-24
1305,variant_b,Germany,desktop,18-24
1306,variant_b,Iceland,desktop,55+
1307,variant_b,Iceland,desktop,18-24
1308,variant_b,Germany,desktop,18-24
1309,variant_b,Germany,mobile,18-24
1310,variant_a,Iceland,tablet,25-34
1311,variant_a,Iceland,tablet,25-34
1312,variant_b,Iceland,tablet,25-34
1313,variant_b,UK,desktop,45-54
1314,variant_b,Iceland,desktop,18-24
1315,variant_b,Germany,tablet,25-34
1316,variant_b,UK,mobile,25-34
1317,variant_b,Iceland,desktop,35-44
1318,variant_b,Germany,mobile,55+
1319,variant_b,Iceland,desktop,18-24
1320,variant_b,Iceland,mobile,18-24
1321,variant_a,Iceland,desktop,55+
1322,variant_a,France,tablet,55+
1323,variant_b,Iceland,desktop,25-34
1324,variant_b,France,tablet,45-54
1325,variant_b,UK,mobile,35-44
1326,variant_a,UK,desktop,25-34
1327,variant_b,Iceland,desktop,35-44
1328,variant_b,Iceland,mobile,55+
1329,variant_a,France,desktop,18-24
1330,variant_a,UK,desktop,25-34
1331,variant_b,Iceland,desktop,45-54
1332,variant_a,Germany,desktop,18-24
1333,variant_b,France,mobile,55+
1334,variant_b,Germany,desktop,45-54
1335,variant_a,France,desktop,55+
1336,variant_b,Germany,mobile,25-34
1337,variant_a,France,desktop,35-44
1338,variant_b,UK,mobile,55+
1339,variant_a,Iceland,desktop,18-24
1340,variant_a,Iceland,desktop,35-44
1341,variant_a,France,desktop,55+
1342,variant_a,Iceland,mobile,18-24
1343,variant_b,Iceland,mobile,18-24
1344,variant_b,France,desktop,35-44
1345,variant_a,Iceland,mobile,18-24
1346,variant_b,France,mobile,25-34
1347,variant_b,UK,mobile,18-24
1348,variant_a,France,mobile,45-54
1349,variant_b,UK,desktop,18-24
1350,variant_b,UK,desktop,45-54
1351,variant_b,Germany,mobile,18-24
1352,variant_b,UK,mobile,25-34
1353,variant_a,UK,desktop,35-44
1354,variant_a,Iceland,mobile,35-44
1355,variant_b,Germany,mobile,18-24
1356,variant_a,Iceland,desktop,18-24
1357,variant_a,France,desktop,35-44
1358,variant_a,Iceland,desktop,18-24
1359,variant_b,France,mobile,55+
1360,variant_a,Germany,desktop,18-24
1361,variant_b,Germany,desktop,25-34
1362,variant_b,Germany,desktop,55+
1363,variant_a,Germany,mobile,35-44
1364,variant_a,UK,desktop,55+
1365,variant_b,France,mobile,18-24
1366,variant_b,Germany,mobile,45-54
1367,variant_b,UK,mobile,18-24
1368,variant_b,UK,mobile,25-34
1369,variant_a,Iceland,mobile,35-44
1370,variant_a,UK,desktop,25-34
1371,variant_b,UK,desktop,35-44
1372,variant_b,France,desktop,25-34
1373,variant_b,Iceland,desktop,25-34
1374,variant_b,UK,desktop,18-24
1375,variant_a,Germany,desktop,45-54
1376,variant_a,UK,mobile,45-54
1377,variant_b,Iceland,mobile,35-44
1378,variant_a,Iceland,mobile,25-34
1379,variant_b,Iceland,desktop,18-24
1380,variant_a,Germany,desktop,18-24
1381,variant_a,France,desktop,25-34
1382,variant_a,Germany,mobile,25-34
1383,variant_a,Iceland,tablet,25-34
1384,variant_a,Iceland,desktop,18-24
1385,variant_a,Iceland,desktop,35-44
1386,variant_b,UK,desktop,35-44
1387,variant_a,Germany,desktop,25-34
1388,variant_b,UK,desktop,18-24
1389,variant_b,UK,desktop,45-54
1390,variant_b,Iceland,desktop,25-34
1391,variant_a,France,mobile,25-34
1392,variant_a,UK,desktop,55+
1393,variant_a,France,desktop,18-24
1394,variant_a,Germany,desktop,45-54
1395,variant_a,UK,desktop,25-34
1396,variant_a,Iceland,desktop,35-44
1397,variant_a,Iceland,desktop,35-44
1398,variant_b,UK,mobile,45-54
1399,variant_a,Iceland,mobile,35-44
1400,variant_b,Germany,desktop,35-44
1401,variant_a,Germany,desktop,55+
1402,variant_b,Iceland,desktop,55+
1403,variant_a,UK,mobile,18-24
1404,variant_b,Iceland,desktop,18-24
1405,variant_b,France,mobile,35-44
1406,variant_b,UK,desktop,18-24
1407,variant_b,UK,desktop,45-54
1408,variant_b,Iceland,desktop,18-24
1409,variant_a,Iceland,tablet,35-44
1410,variant_b,Germany,mobile,25-34
1411,variant_b,UK,desktop,35-44
1412,variant_b,Germany,desktop,18-24
1413,variant_b,UK,mobile,45-54
1414,variant_b,Germany,mobile,35-44
1415,variant_a,Iceland,desktop,45-54
1416,variant_a,Germany,tablet,25-34
1417,variant_a,Germany,desktop,18-24
1418,variant_a,Iceland,desktop,25-34
1419,variant_b,Iceland,mobile,35-44
1420,variant_b,Iceland,desktop,35-44
1421,variant_a,UK,mobile,55+
1422,variant_b,France,mobile,45-54
1423,variant_a,France,desktop,35-44
1424,variant_b,Iceland,desktop,18-24
1425,variant_a,UK,desktop,18-24
1426,variant_b,UK,mobile,25-34
1427,variant_a,Iceland,mobile,25-34
1428,variant_b,France,mobile,55+
1429,variant_b,France,desktop,35-44
1430,variant_a,UK,desktop,35-44
1431,variant_b,Iceland,mobile,25-34
1432,variant_a,Iceland,mobile,45-54
1433,variant_a,Iceland,desktop,35-44
1434,variant_b,Iceland,mobile,55+
1435,variant_b,Iceland,mobile,35-44
1436,variant_a,Iceland,desktop,35-44
1437,variant_a,Germany,desktop,55+
1438,variant_a,UK,desktop,18-24
1439,variant_b,Iceland,desktop,55+
1440,variant_b,Germany,desktop,55+
1441,variant_b,Iceland,mobile,18-24
1442,variant_a,UK,desktop,18-24
1443,variant_b,Germany,desktop,25-34
1444,variant_b,France,desktop,35-44
1445,variant_b,Iceland,desktop,25-34
1446,variant_a,Iceland,desktop,18-24
1447,variant_a,UK,desktop,25-34
1448,variant_b,Iceland,tablet,25-34
1449,variant_a,UK,tablet,35-44
1450,variant_b,Germany,desktop,35-44
1451,variant_b,Iceland,desktop,45-54
1452,variant_a,Germany,tablet,25-34
1453,variant_a,Iceland,mobile,25-34
1454,variant_b,Iceland,desktop,35-44
1455,variant_a,France,desktop,25-34
1456,variant_b,Iceland,tablet,25-34
1457,variant_b,UK,desktop,45-54
1458,variant_a,UK,mobile,25-34
1459,variant_a,France,desktop,25-34
1460,variant_b,Iceland,desktop,35-44
1461,variant_b,Iceland,desktop,25-34
